,Half scale,Double scale,Base scale,Policy
1034,75950.76999999769,67060.6174999997,72001.64749999903,ELOP
1035,77513.31249999814,71317.85249999957,78067.84999999776,ELOP
1036,72728.93000000156,70419.69999999972,75929.39249999728,ELOP
1037,74244.32749999687,70665.9750000001,74959.70000000019,ELOP
1038,72381.7825000044,68822.60499999998,73295.46499999985,ELOP
1039,69422.04750000127,73060.52000000002,72235.35500000138,ELOP
1040,72808.27750000358,64380.060000000056,74293.16000000108,ELOP
1041,73877.04250000417,65035.16250000009,72320.76000000071,ELOP
1042,74827.75249999762,68997.82500000019,71783.4524999978,ELOP
1043,72372.85999999754,72070.72500000056,73105.15999999829,ELOP
1044,67172.96250000037,60000.0,70066.83999999892,ELOP
1045,76012.15999999829,60000.0,69790.24499999918,ELOP
1046,71155.92250000127,60214.4924999997,73526.00999999885,ELOP
1047,74450.15000000224,61130.51500000013,71121.17750000022,ELOP
1048,68846.63999999873,61123.47500000009,70152.65999999922,ELOP
1049,70589.94750000164,65851.3450000002,69489.12499999814,ELOP
1050,75049.63999999873,60000.0,73438.89499999955,ELOP
1051,75282.75999999978,66535.36499999929,65603.47250000015,ELOP
1052,71675.24750000425,60000.0,74676.47999999858,ELOP
1053,69976.52500000224,60000.0,71638.51999999862,ELOP
1054,73768.05500000156,72259.28000000073,72951.3900000006,ELOP
1055,72258.78500000201,60000.0,70986.98500000034,ELOP
1056,72420.19999999925,60000.0,69372.91500000004,ELOP
1057,73724.89250000194,60000.0,70228.3125,ELOP
1058,75604.08499999717,60000.0,70744.69999999925,ELOP
1059,72692.34499999695,60076.63499999978,74650.9124999987,ELOP
1060,72772.28750000522,,64088.53250000067,ELOP
1061,70418.31750000268,,63997.76999999955,ELOP
1062,77658.3125,,67890.2424999997,ELOP
1063,73414.04000000097,,72579.19250000082,ELOP
1064,73684.29249999858,,72366.02000000048,ELOP
1065,71299.43999999762,,65796.29249999952,ELOP
1066,67895.3125,,60000.0,ELOP
1067,65681.37250000238,,64961.34250000026,ELOP
1068,71128.61750000529,,,ELOP
1069,69359.18750000373,,,ELOP
1070,70044.8450000044,,,ELOP
1071,75449.90000000037,,,ELOP
1072,70586.83749999851,,,ELOP
1073,70724.4849999994,,,ELOP
1074,74730.87000000104,,,ELOP
1075,69012.40250000358,,,ELOP
1076,73292.70000000484,,,ELOP
1077,73016.69250000082,,,ELOP
1078,65213.53250000067,,,ELOP
1079,71975.90999999829,,,ELOP
1080,66263.4625000041,,,ELOP
1081,60192.50249999948,,,ELOP
1082,60000.0,,,ELOP
1083,63617.97250000015,,,ELOP
1084,249038.0,250426.0,249348.0,Random
1085,248796.0,249991.0,249954.0,Random
1086,249010.0,250695.0,250321.0,Random
1087,249629.0,250981.0,250247.0,Random
1088,251977.0,250862.0,250309.0,Random
1089,251973.0,250907.0,250311.0,Random
1090,251970.0,250665.0,250434.0,Random
1091,251971.0,249923.0,250239.0,Random
1092,251905.0,250744.0,251655.0,Random
1093,251941.0,250721.0,251712.0,Random
1094,251943.0,250762.0,251886.0,Random
1095,251840.0,250592.0,251664.0,Random
1096,251864.0,250473.0,251683.0,Random
1097,251783.0,250675.0,251589.0,Random
1098,251786.0,250465.0,251894.0,Random
1099,251886.0,249686.0,251878.0,Random
1100,251505.0,251084.0,251605.0,Random
1101,251442.0,249331.0,251686.0,Random
1102,251714.0,249250.0,251545.0,Random
1103,251757.0,249730.0,251409.0,Random
1104,251612.0,249369.0,251416.0,Random
1105,251357.0,247096.0,251523.0,Random
1106,251335.0,246024.0,251228.0,Random
1107,251384.0,243851.0,251564.0,Random
1108,251190.0,237371.0,251186.0,Random
1109,251532.0,233667.0,251181.0,Random
1110,251378.0,231211.0,251397.0,Random
1111,251492.0,228623.0,251519.0,Random
1112,251366.0,218987.0,250976.0,Random
1113,251541.0,223841.0,251316.0,Random
1114,251354.0,224139.0,250726.0,Random
1115,251323.0,224543.0,251344.0,Random
1116,251056.0,251326.0,251214.0,Random
1117,250743.0,251481.0,251544.0,Random
1118,250713.0,251587.0,251035.0,Random
1119,250859.0,251415.0,251195.0,Random
1120,251711.0,251610.0,251328.0,Random
1121,251683.0,251701.0,251176.0,Random
1122,251793.0,251623.0,251456.0,Random
1123,251676.0,251445.0,251229.0,Random
1124,251341.0,251467.0,251242.0,Random
1125,251364.0,251638.0,251335.0,Random
1126,251477.0,251579.0,251553.0,Random
1127,250687.0,251175.0,251119.0,Random
1128,250946.0,251537.0,251066.0,Random
1129,251169.0,251271.0,251337.0,Random
1130,250910.0,247062.0,251521.0,Random
1131,250783.0,245265.0,251397.0,Random
1132,251898.0,220326.0,251839.0,Random
1133,251913.0,164698.0,251902.0,Random
1134,251914.0,176416.0,251853.0,Random
1135,251895.0,162533.0,251809.0,Random
1136,251880.0,162668.0,251875.0,Random
1137,251775.0,174943.0,251597.0,Random
1138,251804.0,176441.0,251848.0,Random
1139,251848.0,179704.0,251895.0,Random
1140,251833.0,167332.0,191276.0,Random
1141,251787.0,169673.0,160074.0,Random
1142,251681.0,176405.0,169662.0,Random
1143,251839.0,177928.0,174529.0,Random
1144,133122.0,173740.0,172839.0,Random
1145,160777.0,171482.0,174674.0,Random
1146,136528.0,166247.0,170702.0,Random
1147,139909.0,171449.0,158755.0,Random
